timestamp,hour,day_of_week,baseline_demand,weather,traffic,event,total_demand,optimal_price
18-01-2023 21:00,21,2,15,0,74,0,15,3.32
18-01-2023 22:00,22,2,3,0,67,0,3,3.07
18-01-2023 23:00,23,2,5,2,10,0,4,2.74
19-01-2023 00:00,0,3,2,0,36,0,2,2.54
19-01-2023 01:00,1,3,1,0,63,0,1,2.65
19-01-2023 02:00,2,3,4,0,47,0,4,2
19-01-2023 03:00,3,3,1,1,70,0,1,2.79
19-01-2023 04:00,4,3,3,0,76,0,3,2.09
19-01-2023 05:00,5,3,14,0,80,0,14,2.58
19-01-2023 06:00,6,3,13,1,99,0,18,3.96
19-01-2023 07:00,7,3,31,0,98,0,36,5.71
19-01-2023 08:00,8,3,28,0,88,0,32,5.96
19-01-2023 09:00,9,3,20,0,41,0,20,4.45
19-01-2023 10:00,10,3,14,1,36,0,17,2.75
19-01-2023 11:00,11,3,7,0,64,0,7,3.11
19-01-2023 12:00,12,3,15,0,92,0,17,3.15
19-01-2023 13:00,13,3,16,0,75,0,16,3.6
19-01-2023 14:00,14,3,8,0,39,0,8,3
19-01-2023 15:00,15,3,18,1,11,0,22,4.79
19-01-2023 16:00,16,3,34,0,92,0,39,5.89
19-01-2023 17:00,17,3,27,0,14,0,27,4.27
19-01-2023 18:00,18,3,28,2,58,0,20,4.02
19-01-2023 19:00,19,3,19,1,98,0,26,4.61
19-01-2023 20:00,20,3,19,0,20,0,19,3.59
19-01-2023 21:00,21,3,13,2,67,0,9,3.82
19-01-2023 22:00,22,3,2,1,12,0,2,2.58
19-01-2023 23:00,23,3,7,0,9,0,7,3
20-01-2023 00:00,0,4,4,0,30,0,4,3.29
20-01-2023 01:00,1,4,4,2,65,0,3,2.38
20-01-2023 02:00,2,4,7,0,5,0,7,3.23
20-01-2023 03:00,3,4,11,1,2,0,13,2.8
20-01-2023 04:00,4,4,6,0,20,0,6,2.72
20-01-2023 05:00,5,4,16,1,67,0,19,3.6
20-01-2023 06:00,6,4,15,0,99,0,17,4.31
20-01-2023 07:00,7,4,15,0,46,0,15,3.76
20-01-2023 08:00,8,4,32,0,24,0,32,5.23
20-01-2023 09:00,9,4,18,0,32,0,18,4.48
20-01-2023 10:00,10,4,15,0,45,0,15,3.83
20-01-2023 11:00,11,4,13,1,39,0,16,3.68
20-01-2023 12:00,12,4,16,2,13,0,11,3.21
20-01-2023 13:00,13,4,21,0,28,0,21,3.94
20-01-2023 14:00,14,4,23,0,33,0,23,4.16
20-01-2023 15:00,15,4,13,0,4,0,13,2.85
20-01-2023 16:00,16,4,30,0,52,0,30,4.87
20-01-2023 17:00,17,4,29,1,50,0,35,5.94
20-01-2023 18:00,18,4,30,0,2,0,30,5.9
20-01-2023 19:00,19,4,16,0,27,0,16,3.73
20-01-2023 20:00,20,4,13,0,73,0,13,3.18
20-01-2023 21:00,21,4,17,0,61,0,17,4.06
20-01-2023 22:00,22,4,7,0,4,0,7,2.27
20-01-2023 23:00,23,4,1,0,0,0,1,2
21-01-2023 00:00,0,5,7,0,26,0,7,2.56
21-01-2023 01:00,1,5,12,2,44,0,8,2.67
